Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"PILLOWTALK","ZAYN","PILLOWTALK","Favorite Songs","Favorite","USRC11600042","0IKK48xF4eEdfofyaeKWWO"
"Royalty","Egzod","Royalty","Favorite Songs","Favorite","GB2LD2110089","7kUljt0NM5sISL3OGNVxYd"
"Set Fire to the Rain","Adele","21","Favorite Songs","Favorite","GBBKS1000348","3di5hcvxxciiqwMH1jarhY"
"Rock the Night","Europe","The Final Countdown (Expanded Edition)","Favorite Songs","Favorite","USSM10105445","3J9NEWkd9Cx1MwSSvDySkL"
"Save Your Tears","The Weeknd","After Hours","Favorite Songs","Favorite","USUG12000658","5QO79kh1waicV47BqGRL3g"
"Radioactive","Imagine Dragons","10s Pop Hits","Favorite Songs","Favorite","USUM71201074","4efj8EfrBoxsYcqn9cgEUm"
"SNAP","Rosa Linn","SNAP","Favorite Songs","Favorite","USSM12207342","76OGwb5RA9h4FxQPT33ekc"
"Rags to Riches (with Percy Faith & His Orchestra)","Tony Bennett","60 Years: The Artistry of Tony Bennett","Favorite Songs","Favorite","USSM15300066","5hJFER3xZVhch296X5azBr"
"Say You Won't Let Go","James Arthur","Chill sur la plage : Beach ambiance","Favorite Songs","Favorite","DEE861600586","3SKbIblEOzdGECTRfmmNoN"
"Rocket Man (I Think It's Going To Be A Long Long Time) - Remastered","Elton John","Diamonds (Deluxe)","Favorite Songs","Favorite","GBUM71700184","05qss0DVKZr7QneuqX4PLc"
"Questions on My Mind","Faraj Suleiman","Better Than Berlin","Favorite Songs","Favorite","usx9p2024084","24yw67zLpmbLpIDrZq8HwQ"
"Situation (12"" Remix)","Yazoo","Upstairs at Eric’s","Favorite Songs","Favorite","GBAJH0400487","6b9dCj2PyHsVs2CDl1RsiK"
"Pookie","Aya Nakamura","NAKAMURA","Favorite Songs","Favorite","FRZ041800921","2QpUWi6VSNOt2WyH5FIeLD"
"Ride","Twenty One Pilots","Blurryface","Favorite Songs","Favorite","USAT21500598","2Z8WuEywRWYTKe1NybPQEW"
"Side To Side","Ariana Grande","Dangerous Woman (Edited)","Favorite Songs","Favorite","USUM71603410","29227fn0gwo6K1iroKPhUm"
"Perfect","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700024","0tgVpDi06FyKpA1z0VMD4v"
"Shape of You","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1600463","7qiZfU4dY1lWllzX7mPBI3"
"قرب ليى","Wael Kfoury","قرب ليي","Favorite Songs","Favorite","LBA081102915","3cHRa2FHynqrCwkCKfXicH"
"SNAP - Fargo Remix","Rosa Linn","SNAP PACK","Favorite Songs","Favorite","USSM12207371","52LrFr2jr8TVw5HSTqwkyW"
"River","Bishop Briggs","International Women's day - 2023","Favorite Songs","Favorite","TCACL1648391","6HpDDhhGdiKEZEOJgzzAK6"
"Problem (Ariana Grande Cover)","Pentatonix","PTX, Vol. III","Favorite Songs","Favorite","USRC11401470","45h4cCw7ccsRXb0Orle2an"
"Somebody That I Used To Know","Gotye","pov: ur in the car with your mom","Favorite Songs","Favorite","AUZS21100040","7F7MrNSCb2Ecen5LNqRAld"
"Radio Free Europe","R.E.M.","Rock Fun & Happy Songs","Favorite Songs","Favorite","USWWW0128811","3rJbbJ6PO243OqzflViR78"
"Pepas","Farruko","Pepas","Favorite Songs","Favorite","USSD12100307","5fwSHlTEWpluwOM0Sxnh5k"
"Running Up That Hill (A Deal With God) - 2018 Remaster","Kate Bush","Hounds of Love (2018 Remaster)","Favorite Songs","Favorite","GBAYE1800884","3srCbzeE3z0LupnOpdwh4h"
"Smooth (feat. Rob Thomas)","Santana","Supernatural (Legacy Edition)","Favorite Songs","Favorite","USAR19900033","2pX4FpOgwItRVPPUFdRcxA"
"She Works Hard For The Money","Donna Summer","Viva Los 80","Favorite Songs","Favorite","USPR39402405","5mK1PVuc8aIZJQjxlLuB9N"
"Runaway","AURORA","Runaway (Piano Version)","Favorite Songs","Favorite","GBUM71500527","1oKhOLQj9kU5W8asB5c1uW"
"Smoke Clears","Andy Grammer","The Good Parts","Favorite Songs","Favorite","QMRSZ1702955","6qOdqu0Nay3m8NhKc2v57p"
"rockstar","Post Malone","Best Of 2017","Favorite Songs","Favorite","USUM71710087","0pFR9QNWbe741iS5YjDCY4"
"Remember the Time","Michael Jackson","Dangerous","Favorite Songs","Favorite","USSM10020715","4jnFqNWeJCeCRHc4HCdxfd"
"Señorita","Shawn Mendes","Nyårsmusik","Favorite Songs","Favorite","USUM71911283","5MRcmCMTe4BFOboPmUGoH5"
"Say Say Say","Paul McCartney","All The Best (UK Version)","Favorite Songs","Favorite","GBCCS8300875","2iwhqrveOYC8XLB7GZm63G"
"Rockabye","Clean Bandit","Glad U Came Feel Good","Favorite Songs","Favorite","GBAHS1600363","2ZkWvnnPK4ZgHeUoNqXAcy"
"Rasputin","Boney M.","The Magic Of Boney M.","Favorite Songs","Favorite","DED169200001","6ESW6s5ZwHR8mvafl42uxc"
"Mirándote","Rvfv","Mirándote","Favorite Songs","Favorite","QZFYY1967147","6wywJ7RutAY0JL7cMP7uFN"
"Mshit Khalas","Wael Jassar","Mshit Khalas","Favorite Songs","Favorite","LBA132000388","67sFOE0IZ1UlbbVvFjU112"
"Mary On A Cross","Ghost","witchy songs by The Circle Sessions","Favorite Songs","Favorite","USC4R1902750","5PdscS0TPOWnGam9eqbCnl"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","All Your Fault: Pt. 2","Favorite Songs","Favorite","USWB11701181","7iDa6hUg2VgEL1o1HjmfBn"
"Notti In Bianco","BLANCO","Notti In Bianco","Favorite Songs","Favorite","ITUM72000788","38UoVEHcZ85EGBo6k79643"
"No Promises (feat. Demi Lovato)","Cheat Codes","No Promises (feat. Demi Lovato)","Favorite Songs","Favorite","QMCE31700953","1louJpMmzEicAn7lzDalPW"
"No Roots","Alice Merton","Mint","Favorite Songs","Favorite","DEVQ71600001","3D5wnLaeVlCCIPzQOOAirA"
"Ninja","Europe","The Final Countdown (Expanded Edition)","Favorite Songs","Favorite","USSM18600405","7cMQPvEEDqKRHzyYkJR3QY"
"New Rules","Dua Lipa","Chico se tu não me quiseres…","Favorite Songs","Favorite","GBAHT1600310","1csvIklMpWOlcZoyZ8kBhp"
"MI FAI IMPAZZIRE","BLANCO","MI FAI IMPAZZIRE","Favorite Songs","Favorite","ITUM72100652","1x3Qb8np6S1UvpSLthwEJN"
"Moskau","Dschinghis Khan","StarCollection","Favorite Songs","Favorite","DEC717900024","0ltcIGy4Q74maSZ6nkOwsd"
"MIDDLE OF THE NIGHT","Elley Duhé","MIDDLE OF THE NIGHT","Favorite Songs","Favorite","USRC11903813","58HvfVOeJY7lUuCqF0m3ly"
"The Middle","Zedd","ウォーキングが楽しくなる洋楽ヒット","Favorite Songs","Favorite","USUM71800463","1Yf2JpFpzFqWZIKLWCp3kx"
"Out of Touch","Daryl Hall & John Oates","The Very Best of Daryl Hall / John Oates","Favorite Songs","Favorite","USRC10000836","7zLGHdfJ3JRPxvc96mEPEi"
"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X","7","Favorite Songs","Favorite","USSM11902498","2YpeDb67231RjR0MgVLzsG"
"Objection (Tango)","Shakira","Laundry Service","Favorite Songs","Favorite","NLB630100360","36YNa8joLwu9yor2TkZbIY"
"Miénteme","TINI","Miénteme","Favorite Songs","Favorite","USHR12141512","0cOa970mzTWAxKtltpkpLc"
"Morirò da Re","Måneskin","Il ballo della vita","Favorite Songs","Favorite","ITB001800090","1aX0Ki80LFzzhqxqRlqbAV"
"Mi Gente","J Balvin","Mi Gente","Favorite Songs","Favorite","FR22F1701790","03aENfSuuy3VS0sbgH7u1D"
"Night Wander","Faraj Suleiman","Better Than Berlin","Favorite Songs","Favorite","usx9p2024088","4SsscvcaDo21XVPAdwKrW8"
"Pelele","Morad","Pelele","Favorite Songs","Favorite","QMFMF2131945","5h5TUj8pU2WhdSeJx9BnX2"
"Only Love Can Hurt Like This","Paloma Faith","A Perfect Contradiction (Outsiders' Expanded Edition)","Favorite Songs","Favorite","GBARL1301427","62ke5zFUJN6RvtXZgVH0F8"
"Our Last Summer","ABBA","Super Trouper","Favorite Songs","Favorite","SEAYD8001070","6hHXft1nFyvfVv6UoRToPZ"
"Mansion","NF","Mansion","Favorite Songs","Favorite","USUM71501604","3nKRYKbGxhzv4BbwlLOcWU"
"Música Ligera","Ana Mena","bellodrama","Favorite Songs","Favorite","ITB002101219","7GyfAy5ELMi8DuaV7LYULM"
"My Universe","Coldplay","My Universe","Favorite Songs","Favorite","GBAYE2100952","3FeVmId7tL5YN8B7R3imoM"
"Mon Amour - Remix","zzoilo","Viajando En El Coche","Favorite Songs","Favorite","ES5702101693","52ssl2sOtYc2U5ws7VmRzi"
"Mount Everest","Labrinth","Viral Songs: TikTok Hits 2022 | 2023","Favorite Songs","Favorite","GBHMU1800032","3gBcCdAp3wL7JPbZUJent7"
"A Man Without Love","Engelbert Humperdinck","Greatest Love Songs","Favorite Songs","Favorite","GBF076800400","6KX2s6W1oUZ82USU7Ic5qS"
"Paradise Mi Amor","Lune De Miel","Paradise Mi Amor (The Best Of)","Favorite Songs","Favorite","FR14P8400010","1ysIdtOXSFDtC5k8YSwCQh"
"Maps","Maroon 5","V","Favorite Songs","Favorite","USUM71407116","4gbVRS8gloEluzf0GzDOFc"
"Maniac - From ""Flashdance""","Michael Sembello","Cleaning Motivation","Favorite Songs","Favorite","USPR38302462","2t2W3SvuhcF8Z1NI890YcZ"
"One Way Ticket","Eruption","4 Hits: Eruption","Favorite Songs","Favorite","DEC737900008","68MSCSP7Y6PnzXcW1IlN7G"
"Oh My God","Adele","30","Favorite Songs","Favorite","USSM12105973","3Kkjo3cT83cw09VJyrLNwX"
"One Way Or Another","Blondie","Running 140-160-180 BPM - Uptempo","Favorite Songs","Favorite","USCH38500014","03eLCP1AVNMxt9wTUc9xQQ"
"Natural","Imagine Dragons","De Fiesta En Los 2010","Favorite Songs","Favorite","USUM71806694","3363OQe2AblSqp99OvBtL0"
"Movin' Out (Anthony's Song)","Billy Joel","The Stranger (Legacy Edition)","Favorite Songs","Favorite","USSM17700369","16GUMo6u3D2qo9a19AkYct"
"Part-Time Lover","Stevie Wonder","Nyárbúcsúztató Retro Party 2021","Favorite Songs","Favorite","USMO18500543","3MlNvGQa49bhRVRUM6bHlb"
"Njoom El Lail (Original Classic Recording)","Wael Kfoury","Kfoury Classic","Favorite Songs","Favorite","USTCD1089520","06elDjjwEcXdLd8ga1AiDD"
"A Man for All Seasons","Flies on the Square Egg","A Tribute to Robbie Williams, Vol. 1","Favorite Songs","Favorite","CAM460422869","6K5Qga3bLIZxkz9ez3lfvu"
"Party In The U.S.A.","Miley Cyrus","Throwback Songs","Favorite Songs","Favorite","USHR10924519","0WrYzEEn7wU4RTTn45ScnS"
"More Hearts Than Mine","Ingrid Andress","Relaxing Country","Favorite Songs","Favorite","USWB11901026","4Jn8ahHVOzxPNheuIw2ePP"
"Man Listen","Belly","Man Listen","Favorite Songs","Favorite","QMJMT1701389","5GoGjEsPvr0McJQiGGCnws"
"Nobody's Supposed to Be Here","Deborah Cox","One Wish","Favorite Songs","Favorite","USAR19800100","51QxenFmXlJXUN9mpvxlaL"
"Mambo No. 5 (a Little Bit of...)","Lou Bega","A Little Bit of Mambo","Favorite Songs","Favorite","DEH259900010","6x4tKaOzfNJpEJHySoiJcs"
"The Nights","Avicii","Cleaning Tunes","Favorite Songs","Favorite","CH3131340464","4hnLn5cA6W6Ug0hdqCNWlg"
"One Kiss (with Dua Lipa)","Calvin Harris","Ibiza Anthems","Favorite Songs","Favorite","GBARL1800368","3wVVs6CeYt2sEOrP8ICW9z"
"Making Love Out of Nothing at All","Air Supply","The Best of Air Supply: Ones That You Love","Favorite Songs","Favorite","USAR18300001","3RwbqrHZwHg3hpe6sOxMpE"
"Me, Myself & I","G-Eazy","When It's Dark Out","Favorite Songs","Favorite","USRC11502210","40YcuQysJ0KlGQTeGUosTC"
"NO","Meghan Trainor","Thank You (Deluxe Version)","Favorite Songs","Favorite","USSM11600935","0l0CvurVUrr2w3Jj1hOVFc"
"Lovin' You Baby","Laura Branigan","Branigan","Favorite Songs","Favorite","USAT20101337","1tKGQPogV8BGsVCX7OZvTU"
"Love Never Felt So Good","Michael Jackson","XSCAPE","Favorite Songs","Favorite","USSM11401744","0S5EEpFAHcT7cm5XOASc29"
"I'm Yours","Jason Mraz","One Call Away - Best Friends Forever","Favorite Songs","Favorite","USEE10800667","1mWdG0rJfbLlLyNFYXwqLn"
"Leave Me Alone","Michael Jackson","The Essential Michael Jackson","Favorite Songs","Favorite","USSM19909074","6YthpKFOCTWAoNQ2ThJEiE"
"lovely","Billie Eilish","Summer Sucks","Favorite Songs","Favorite","USUM71804190","0fjWxxdAffUKK6tKwq3Q6E"
"Love You Like A Love Song","Selena Gomez & The Scene","Cheesy Hits","Favorite Songs","Favorite","USHR11132668","66QpVjP2vGORr2hAjE9kAb"
"Low","Todrick Hall","Straight Outta Oz (Deluxe Edition)","Favorite Songs","Favorite","USB251749019","0UoAFuSMQthMwieDb51kWK"
"Just Dance","Lady Gaga","The Fame Monster (Deluxe Edition)","Favorite Songs","Favorite","USUM70807646","3QuEpyj4kTRWiWuckd1hcK"
"Lovesick","Alan Walker","Walkerverse Pt. I & II","Favorite Songs","Favorite","NOG842215010","2ECNBJ0b112QmhoBHKq8O6"
"Let Me Down Slowly","Alec Benjamin","Narrated For You","Favorite Songs","Favorite","USAT21802284","2qxmye6gAegTMjLKEBoR3d"
"Lose Control","MEDUZA","Best Clean Hits","Favorite Songs","Favorite","DEUM71905792","3HsKYpy0i3D7H2Zs0DlgEy"
"Ignite","Alan Walker","Ignite","Favorite Songs","Favorite","NOG841803010","1jLsirPDkUS2g4gnkYua58"
"Long Live Palestine","Lowkey","Soundtrack to the Struggle...","Favorite Songs","Favorite","FR6V80597516","6V3OLZgJzFTTOKmOk7joMr"
"Infinity","Jaymes Young","Feel Something","Favorite Songs","Favorite","USAT21700859","1SOClUWhOi8vHZYMz3GluK"
"Just the Way You Are","Bruno Mars","Doo-Wops & Hooligans","Favorite Songs","Favorite","USAT21001269","47Slg6LuqLaX0VodpSCvPt"
"Look What You Made Me Do","Taylor Swift","reputation","Favorite Songs","Favorite","USCJY1750000","1P17dC1amhFzptugyAO7Il"
"It Ain't My Fault","Brothers Osborne","Pawn Shop","Favorite Songs","Favorite","USUM71517541","08wJ1B9yu9sPeoRa5fbpr3"
"Lover","Always April","Lover","Favorite Songs","Favorite","AEUM72000108","6stNwC68hnCXXVaCZGmMgD"
"In the Air Tonight","Phil Collins","Rock","Favorite Songs","Favorite","USAT28400020","6mYXXXgFZZmk2mgejwSwdN"
"If I Die Young","The Band Perry","Really Sad Songs","Favorite Songs","Favorite","USUM71007807","0uJ00wEebEjmTXzZudCe2R"
"Johnny B. Goode","Chuck Berry","The Best Rock Album In The World...Ever!","Favorite Songs","Favorite","USMC15719963","0e1ln2bn3cak7YWC3AYfsw"
"Locked out of Heaven","Bruno Mars","Unorthodox Jukebox","Favorite Songs","Favorite","USAT21203287","3w3y8KPTfNeOKPiqUTakBh"
"Look at Me Now","Brennan Savage","Look at Me Now","Favorite Songs","Favorite","TCADD1769500","46eK1kembooWblMi7M7yLM"
"Kwaku the Traveller","Black Sherif","Kwaku the Traveller","Favorite Songs","Favorite","USUYG1414669","7pXNFEzqeZB8rIbcFtYTop"
"Made You Look","Meghan Trainor","Takin' It Back","Favorite Songs","Favorite","USSM12204574","6B4oo3GyAlFxw8v0g8yHQE"
"Le parole lontane","Måneskin","Il ballo della vita","Favorite Songs","Favorite","ITB001800487","1ABG6ke9SdUK9YayVafbcX"
"Let You Down","NF","Chill Hits","Favorite Songs","Favorite","USUM71708226","3AuGngAiB85hmK7tvURWGD"
"Lemon Tree","Fools Garden","Dish of the Day","Favorite Songs","Favorite","DEAF70927221","2epbL7s3RFV81K5UhTgZje"
"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding","Florals for Spring","Favorite Songs","Favorite","GBUM71406823","4FHZBOF1v286ciThJeky3D"
"Leave Me Alone - 2012 Remaster","Michael Jackson","Bad (Remastered)","Favorite Songs","Favorite","USSM11204990","6pJSulm9EBmsYGnp3uaEFl"
"Leave a Tender Moment Alone","Billy Joel","An Innocent Man","Favorite Songs","Favorite","USSM18300276","4Qw41GUmS4rF7GR3am9Rt6"
"Got So Used to Loving You","Bonnie Tyler","The World Starts Tonight (Expanded Version)","Favorite Songs","Favorite","GBAJE0505662","3PNoG2hwiheVdrqjhUhYZU"
"Long Long Time","Linda Ronstadt","Silk Purse","Favorite Songs","Favorite","USCA27000147","1khA4hwhZD4HMecyE1e9U1"
"Kiss Me More (feat. SZA)","Doja Cat","Beach Party Anthems","Favorite Songs","Favorite","USRC12100543","6kIU0nBdzl5nlTYYh89UZy"
"It's Raining Men","The Weather Girls","Super Hits","Favorite Songs","Favorite","USSM18200382","7iFwfXNYy0goAL54aupC7Q"
"Let Me Entertain You","Robbie Williams","Life Thru A Lens","Favorite Songs","Favorite","GBAYE9701083","0SLtqCrXBRrnkxSOMA3X4W"
"Legends Never Die","League of Legends","Legends Never Die","Favorite Songs","Favorite","QMAF31500062","1FpVJ7HpZInE2GvhVE2TwT"
"Let's All Chant","The Michael Zager Band","Let's All Chant","Favorite Songs","Favorite","QMFMG1534593","2xGMzDlPnmPHD8HUYOy4Lw"
"Ive Got No Roots","Eden Mary","Ive Got No Roots","Favorite Songs","Favorite","GBLFP1764887","2fLFDwdWPRx8oDmQ7p1cqZ"
"IDGAF","Dua Lipa","I Hate You, I Love You","Favorite Songs","Favorite","GBAHT1600301","6zXFLp56mDjK3IVHBfn2sH"
"Lay All Your Love On Me","ABBA","Love Song Classics","Favorite Songs","Favorite","SEAYD8001090","2dtaYtDMbRfVvcRF7cTKnY"
"Livin' On A Prayer","Bon Jovi","PWR ROCKERO II","Favorite Songs","Favorite","USPR38619998","3mCUiOnqxu3NmMDOnp7KFV"
"كل مره","Melhem Zein","ملحم زين 2012","Favorite Songs","Favorite","LBA081105129","32yVLCKu9nUh3PsQ4aATRK"
"Levitating","Dua Lipa","Summer Pool Party 2023","Favorite Songs","Favorite","GBAHT1901299","2GsgShn2fIqJXHm8R0fPZC"
"In the Name of Love","Martin Garrix","In the Name of Love","Favorite Songs","Favorite","NLM5S1600003","23L5CiUhw2jV1OIMwthR3S"
"THE LONELIEST","Måneskin","THE LONELIEST","Favorite Songs","Favorite","ITB002200745","1Ame8XTX6QHY0l0ahqUhgv"
"Let Me Love You","DJ Snake","Encore","Favorite Songs","Favorite","QMZSY1600015","5Qjv35Ja2TDt9CXRRo51hh"
"Kids in America","The Muffs","Hamburger","Favorite Songs","Favorite","USQY50972559","5lZAzpl6XoswhDz7BukTta"
"If You Were a Woman (And I Was a Man)","Bonnie Tyler","The Very Best of Bonnie Tyler","Favorite Songs","Favorite","GBBBN8602006","0yQ09SyOqcJFp7Skggmwvp"
"Last Christmas","Wham!","Christmas Songs","Favorite Songs","Favorite","GBBBM8400019","0IMQHUV1S3LXuUEG3nT6N7"
"I Hope You're Happy Now","Lee Brice","Hey World","Favorite Songs","Favorite","USCJY1944081","51q2Jl8vBwhLkQSCi2Orlu"
"Hell Of A View","Eric Church","Best Country Tunes","Favorite Songs","Favorite","USUG12003702","5l92VbAfqo8zjrXuRwWS2C"
"Džanum","Teya Dora","Džanum","Favorite Songs","Favorite","FRX202362720","0P3F6xMn3R1Ja8hjJ1HBTO"
"Crying in the Club","Camila Cabello","Crying in the Club","Favorite Songs","Favorite","USSM11704592","1SJtlNRJDeYHioymcvsqev"
"Don't Stop Believin'","Journey","Pure... 80's Dance Party","Favorite Songs","Favorite","USSM19932790","0XSAzoXeKr8fIGe09zpPUi"
"Get What You Came For","Kav Verhouzer","Get What You Came For","Favorite Songs","Favorite","NLF711602688","7vi9XGitUkXbExBBfcuVoo"
"Eastside (with Halsey & Khalid)","benny blanco","FRIENDS KEEP SECRETS 2","Favorite Songs","Favorite","USUM71809132","6XPZT1yOx23rUGud6EOFMv"
"I'm Still Standing","Elton John","To Be Continued...","Favorite Songs","Favorite","GBALX8300190","6qrC8gIgaE8fnz8L4qUvur"
"Have It All","Jason Mraz","Know.","Favorite Songs","Favorite","USAT21801510","7BXW1QCg56yzEBV8pW8pah"
"Cheerleader (Felix Jaehn Remix) - Radio Edit","OMI","Me 4 U","Favorite Songs","Favorite","USUS11202574","7vFoFDWqTX0mHzLfrF1Cfy"
"I Hope","Gabby Barrett","Country Drive","Favorite Songs","Favorite","TCAEB1919657","7xQh9J8J2t0uyf5f469D9J"
"Hot Stuff - Single Version","Donna Summer","Summer Classic Hits","Favorite Songs","Favorite","USPR37907202","3Vpor9CghcxFIgOCdihXLZ"
"I'm a Believer","The Monkees","60's Classic Hits","Favorite Songs","Favorite","USRH10125749","4S7jIHvp7nhq9gfOuQk9Nb"
"Believer","Imagine Dragons","New Year New Start","Favorite Songs","Favorite","USUM71700626","2YgKJbcFbdhpTIfypGD9nF"
"Dirty Diana","Michael Jackson","The Essential Michael Jackson","Favorite Songs","Favorite","USSM19909072","5sqPn6Z32jbyYI59O8D9lg"
"Beat It","Michael Jackson","The Essential Michael Jackson","Favorite Songs","Favorite","USSM19902990","1xEpz8iZDReyXevFcP89XG"
"Dusk Till Dawn (feat. Sia) - Radio Edit","ZAYN","Coronation Street Party","Favorite Songs","Favorite","USRC11702155","0QN0tBJCU5C8oqpS56ysnj"
"Ghareibah El Nas","Wael Jassar","Tewedny Leih","Favorite Songs","Favorite","FR96X1902552","1VHYTWTzy54WCMQEUMSBp6"
"FRIENDS","Marshmello","Playlist 10s","Favorite Songs","Favorite","GBAHS1800025","0VNVMxBC9cpLuiL9syEoCZ"
"Hello World","Alan Walker","Walkerverse Pt. I & II","Favorite Songs","Favorite","NOG842201010","7dRlvfMWDLG11RidzmLrWe"
"The Drum","Alan Walker","Walkerverse Pt. I & II","Favorite Songs","Favorite","NOG842205010","3a30AggW6Hi5yZuHJyZrZu"
"GOSSIP (feat. Tom Morello)","Måneskin","GOSSIP (feat. Tom Morello)","Favorite Songs","Favorite","ITB002200841","4GvPlSOKfN7aXEuGW8zKUx"
"I Am The Future","Triniti Bhaguandas","High On Life","Favorite Songs","Favorite","QMUJA2101981","0Ar8Zm3p2UMMTkZlNUmMsp"
"Bohemian Rhapsody","Queen","Bohemian Rhapsody (The Original Soundtrack)","Favorite Songs","Favorite","GBUM71029604","3z8h0TU7ReDPLIbEnYhWZb"
"Higher","Michael Bublé","Higher","Favorite Songs","Favorite","USRE12100765","4bEpL49l4f0r8GtsjUFUqL"
"Hello","Adele","25","Favorite Songs","Favorite","GBBKS1500214","1Yk0cQdMLx5RzzFTYwmuld"
"El Bint El Awiye","Wael Kfoury","El Bint El Awiye","Favorite Songs","Favorite","EGA010550644","1l3S4j9ksQMh2tKIta1bfw"
"Faded Love","Nito-Onna","Faded Love","Favorite Songs","Favorite","QM42K2266409","189pjQyE8glS6BnqAC14kY"
"Cake By The Ocean","DNCE","This Is Pop Music","Favorite Songs","Favorite","USUM71514637","73JGikX8Ap4OCvsyYaZUO9"
"Danger Zone - From ""Top Gun"" Original Soundtrack","Kenny Loggins","Top Gun - Motion Picture Soundtrack (Special Expanded Edition)","Favorite Songs","Favorite","USSM18600108","3hMHG6lx9QHVcfYSUr5PoM"
"Gangsta's Paradise","Coolio","Gangsta's Paradise","Favorite Songs","Favorite","USTB10250016","3iXI6ZaNBoL2dNv9K7LBh3"
"Doom And Gloom","The Rolling Stones","Honk (Deluxe)","Favorite Songs","Favorite","GBUM71206675","0lO9vvpJdd2ZNAq61ga9wy"
"High Hopes","Panic! At The Disco","Pray for the Wicked","Favorite Songs","Favorite","USAT21801174","1rqqCSm0Qe4I9rUvWncaom"
"Beautiful","Bazzi","Left and Right","Favorite Songs","Favorite","USAT21810504","62I0o9zFnDa2CxGz0bzDsF"
"Don’t Start Now","Dua Lipa","Hits Agosto 2023","Favorite Songs","Favorite","GBAHT1901121","255d1vlsHz1AyCgmAK3XMz"
"Dreamers - Music from the FIFA World Cup Qatar 2022 Official Soundtrack","Jung Kook","FIFA World Cup Qatar 2022™ (Official Soundtrack)","Favorite Songs","Favorite","QZNMY2232113","5zSfwywpopZnxNn11CnXQt"
"Dancing On My Own","Calum Scott","Sad Songs 2023 by Digster Pop","Favorite Songs","Favorite","UK6KW1500205","6hH7UO3xcMOtdsTcOWTqcY"
"Hands Up (feat. DNCE)","Merk & Kremont","Hands Up (feat. DNCE)","Favorite Songs","Favorite","ITUM71800308","0nlyO7lNTOYB0gjDp7NI7H"
"Don't Stop Believin'","Journey","Viral Summer Hits 2022","Favorite Songs","Favorite","USSM18100116","2wNx0RDIEpHkEKaxyFbmTV"
"Hero","Mariah Carey","Music Box","Favorite Songs","Favorite","USSM19303171","5mgCMlxQW7fmHbrdJuowbB"
"I Should've Followed You Home (feat. Gary Barlow)","Agnetha Fältskog","A","Favorite Songs","Favorite","GBUM71300764","2QVvjkg932elT14hJSP0in"
"I Want It That Way","Backstreet Boys","80s Hits / Top 100 Songs","Favorite Songs","Favorite","USJI19910614","1366rwPLWgZN92OAah4iu8"
"Danza Kuduro","Don Omar","Regueton old","Favorite Songs","Favorite","USUM71020778","1NJD65ik56msEPgxWMqj1d"
"human","Christina Perri","head or heart","Favorite Songs","Favorite","USAT21304202","4IqcDJPzDL8Hq8KwAX4jUE"
"Cupid","FIFTY FIFTY","The Beginning","Favorite Songs","Favorite","KSA012239180","36ylDwMUz1EqrdbfBF8vC7"
"Faded","Alan Walker","Faded","Favorite Songs","Favorite","NOG841549010","7gHs73wELdeycvS48JfIos"
"I Will Survive - Single Version","Gloria Gaynor","Feel Good Songs","Favorite Songs","Favorite","USPR37800083","3KwcnGfGONuifttvQ6kmdt"
"Human","Rag'n'Bone Man","Rugby World Cup 2023","Favorite Songs","Favorite","GBARL1600665","29am1mzhKyE7XK0Cc4NuOl"
"Flowers","Miley Cyrus","Endless Summer Vacation","Favorite Songs","Favorite","USSM12209777","7DSAEUvxU8FajXtRloy8M0"
"Firework","Katy Perry","2010s Pop","Favorite Songs","Favorite","USCA21001262","6w9ZolVUnpQzI6v3SPKuCM"
"Children of the Sky (a Starfield song)","Imagine Dragons","Children of the Sky (a Starfield song)","Favorite Songs","Favorite","USUM72308805","1W7ughJhjRaANaAUcxTfnC"
"Call Me Maybe","Carly Rae Jepsen","新年あけましておめでとう！２０２４","Favorite Songs","Favorite","CAB391100615","6LiN9VDLg1Ch7EeAQPDyjE"
"Brother Louie","Modern Talking","Original 80's","Favorite Songs","Favorite","DEC738600004","1JO9VVY0oFxYOmkfyFNDuI"
"Breakeven","The Script","The Script","Favorite Songs","Favorite","GBARL0800147","38xWaVFKaxZlMFvzNff2aW"
"Calm Down","Rema","Midnight Vibes","Favorite Songs","Favorite","NGA3B2214021","3YnHHcTIevX8WUNgGxrSdc"
"I Believe I Can Fly","R. Kelly","R.","Favorite Songs","Favorite","USJI19610437","2RzJwBCXsS1VnjDm2jKKAa"
"I Could Use a Love Song","Maren Morris","HERO (Deluxe Edition)","Favorite Songs","Favorite","USG4X1500785","09iyGiljLWRYXdRazFkdtJ"
"I Heard a Rumour","Bananarama","Wow ! (Collector's Edition)","Favorite Songs","Favorite","GBAAP9600096","7yPwc5aPWLWjO37iAey7Ww"
"Heads Will Roll","Yeah Yeah Yeahs","Best Halloween Songs","Favorite Songs","Favorite","USUM70953059","2OLU57vtM9to5LZjKyybyL"
"Escapism.","RAYE","Escapism.","Favorite Songs","Favorite","QMDA62217995","2VOZniNxFIDl8ydLltrMNb"
